"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Czechia","CZE","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","366003028.678392","330664909.387302","296987593.203637","105098605.876814","73611429.6097369","98047790.9556988","113057210.135458","197423416.343114","319779764.507291","291737675.71746","165935453.24805","342718418.99","1003736831.73547","1348873328.27134","1522870043.40661","1978914488.41722","1861813240.92827","1784123698.37415","2321338412.90686","2522984152.8174","2662580950.0477","2923703983.00275","2744369450.52897","3247435915.25652","3838038481.89576","4262308210.34794","4598582249.32905","5238035671.88244","6301985198.46889","6878772998.70344",
"Germany","DEU","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","111269523.681901","163220747.68912","258339580.693701","278723870.471868","303530516.271981","1347414369.56494","2462425379.72483","991803510.647436","1300513326.47411","3091457073.67448","3294918673.40969","3886557846.2351","4523256936.09738","4476938530.10995","5075249994.55285","6127288575.88686","7042631976.30913","8754159694.11997","10693063702.5613","11064327273.6551","13414985872.934","16352912355.1014","19264053613.444","18552357219.3981","20872199778.2106","23608404059.0772","25323767598.0303","22866546580.8304","21374560758.1661","22663886608.3625","25553073833.1725","29474526758.1601","33589267292.3352","33445694047.9163","35796910454.8131","41992602197.9799","42096176709.3886",
"Djibouti","DJI","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3550508.94379392","3550508.94379392","3612403.71143534","4923447.42602169","4462050.06724023","4355140.92313233","4388901.70548219","5773093.78182657","4366394.51724895","3319810.26440319","3308556.67028657","3983772.31728383","5570529.08772739","5598663.07301895","5823734.95535136","6116328.40238351","6527084.58764018","6667754.51409794","7539908.05813607","7427372.11696986","8102587.76396712","9756866.0991104","65946061.523399","81504155.3896276","85229095.0422291","90287585.5976502","95588028.4265787","101805639.176012","112794773.830892","84992769.5657801","81464767.8102194","96366931.9935427",
"Dominica","DMA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5644444.44444444","6725925.92592593","7425925.92592593","9333333.33333333","15025925.9259259","16862962.962963","25444444.4444444","18844444.4444444","9489629.62962963","14899259.2592593","7152962.96296296","8249629.62962963","8123555.55555556","9142281.48148148","12206237.037037","11700266.6666667","9746796.29629629","15566451.8518519","15384522.2222222","15431417.037037","15587737.4074074","11317257.2259259","11442427.2282963","11943422.6274142","11674695.6182974","11442920.634388","11547735.4204755","10897883.7467332","11061352.0029342","11283408.6443931",
"Denmark","DNK","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2057544100.19939","2104104093.26926","2557253778.85635","2814120501.80271","2859262364.0385","2830507042.09393","2579546090.96226","2974204163.97497","3812411259.80183","4084560541.96089","3886731717.78545","4115404563.57005","4800270248.35232","5434174686.80921","6068249386.6317","6580051006.72682","7066162181.20812","7319517981.53996",
"Dominican Republic","DOM","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201400000","237500000","246500000","191400000","158600000","144800000","141600000","136900000","97100000","119100000","129100000","132170000","128900000","159800000","164000000","151900000","153700000","227600000","222200000","229200000","212500000","192700000","168300000","147200000","130100000","118500000","98300000","84600000","67700000","64800000",
"Algeria","DZA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","1205761.12695397","2521495.75191545","2595200.60968058","3127076.5751025","2317063.04589146","5661784.58847611","6055796.86060303","4816013.2444391","6165718.60455865","5103867.24274205","7835468.89954619","4395777.79906787","5257237.73776679","2790954.70187487","2165337.01440626","","","","","","","","","","","","","","95999999.9999957","99000000.0000045","142573128.21314","123897758.410092","99477008.7730509","154656835.689699","176276220.647112","255213005.32701","212038088.270125","191497457.050388","172182810.415729","192812901.274168","157476432.79942","132078821.936934","90765792.3442339","74097259.4310992","85477152.2658355","88630827.0353001",
"East Asia & Pacific (excluding high income)","EAP","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5565788009.94494","7429147314.14873","10209591270.7906","12914273910.9912","13338269294.1874","16711493423.9469","21469614850.7696","24188403590.6944","25136139212.2781","28464488499.9357","32673249128.0169","35398739623.2072","36930505249.1977","40902140638.6176","46321383152.3303","50047436602.7751","62656116013.1107","69013801275.8683",
"Early-demographic dividend","EAR","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16869288545.3246","19832029554.331","27206821593.1946","34182816677.3154","43626512097.7989","54448117177.845","69135287305.6507","66732237862.5988","75088109778.9836","87135579812.9875","94127307710.915","101085126126.721","106087056390.391","107826424906.722","113255251199.923","116255603380.598","128876474950.038","144057797021.694","154101075078.157","186083330953.84","218452714368.306",
"East Asia & Pacific","EAS","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10195624254.5784","11149335854.6201","13870277127.6704","17544833046.5006","21691759796.0636","21851972612.388","27371811728.0228","34700565649.6721","40014262537.9069","43255543315.5012","48545125453.7642","54173231957.4985","61233750972.4228","66166661451.6396","74696726572.6831","83814612877.7526","95845385349.2592","120495029027.118","",
"Europe & Central Asia (excluding high income)","ECA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1055364953.21741","1393090854.84743","1796207859.83058","2408892481.53591","2918591882.21672","4651127474.62009","6361862009.87624","5859635554.03018","6218568932.74497","7469295694.4952","8422300042.37101","10711829722.1765","11779695327.0174","11025377163.9607","11679333180.2944","13615954304.2569","16402095306.0705","18866041883.721","21566462521.2658","27698307473.4644","26007458444.1377",
"Europe & Central Asia","ECS","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48416949927.4756","62445723263.1531","77153497925.2629","109403952263.258","123566120308.793","148826763520.853","177808227391.967","168903620828.122","178285836138.734","205209227950.331","206359046328.229","240318557685.067","264065283048.504","255639813632.148","271277331848.944","304221469159.704","363243799932.899","391335992476.07","434124476725.238","533470059237.394","539763365114.01",
"Ecuador","ECU","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","13000000","8000000","4000000","11000000","14000000","16000000","53000000","64000000","64000000","87000000","77000000","96000000","85000000","64200000","61000000","96063930","97704377.9420571","102775555.093435","100357625.619625","80074903.2291483","75561690","97185000","196026955.046887","169475977.340583","161897970.405104","159548563.5835","143852476.410047","125695914.864902","110543419.07","88382004.18674","82010143.6287019","62151875.1794766","59277943.4783567","70976801.629776","82485792.0941048","73225726.175936","72345863.0123276",
"Egypt, Arab Rep.","EGY","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105000000","216000000","211000000","185700000","226000000","243600000","329000000","254300000","247900000","331800000","438100000","386900000","547100000","844900000","1829500000","1012600000","995700000","893600000","1083700000","949000000","1012500000","809900000","890100000","681900000","752400000","836400000","1073100000","1399428000","1655400000",
"Euro area","EMU","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4074689499.30224","5193999427.3996","8498844568.59522","9398041063.42888","10726215713.2842","12682955225.5829","22109497727.5682","20230452756.797","24083954806.7234","30040532529.8858","39077669229.6725","46504256364.3621","74289200585.7979","82339352132.2066","98119881614.4723","119351141097.18","113637456165.55","118285359432.793","134406241801.628","132730022330.657","156484267459.979","170691116670.576","164378051254.954","179685478733.953","205055916655.045","253855247291.883","277694260811.818","310566509737.734","383579674677.685","387813407565.628",
"Eritrea","ERI","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6808773.61208445","6411407.75061625","8241677.40549828","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217441566.066382","292703236.132656","239019572.258691","815606324.697108","841069782.938771","1340114933.53935","1707741780.93753","1837742114.16851","2105439685.95626","","","","","","","","","","","","","","","11355462068.6779","12600423137.637","10841879154.5552","11718915681.6792","12625877067.4725","14378219132.1612","15005097915.5031","11589335312.4344","14380793445.0217","16040591845.5087",
"Estonia","EST","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5658229.85973047","8531781.06873976","14467746.9857637","19030115.4826753","17123071.7694946","19102016.8754903","22013449.2749043","40516961.6315846","37865200.3802465","38315596.6065922","43367684.3220813","","","","","","353048074.298479","371851232.234064","401920062.049061","464686778.382032","508417252.413768","580867106.525845","646149133.349718","509307639.455326","576274433.5563","733775808.03692","961384280.801685","1042233673.3087","1132862514.84037","2115002179.38218","2440931859.87265",
"Ethiopia","ETH","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5400000","17460000","18541978.7007398","25722189.8617985","25691184.6687259","23891625.7228009","36619945.8420879","31515014.583158","17288912.3131311","16969118.9591057","24331941.5017093","21005932.2829434","40730005.6864815","40653676.4198594","55479817.4734745","85316410.3159039","76404207.2904668","99828747.9648382","101376881.602782","128229364.738714","164389330.060169","147230219.589564","125658481.447016","96758828.5712268","74192460.8650939","78200080.9660795","76643904.0010282","132149676.91457","130485959.474176","161522755.663475","151098261.299767",
"European Union","EUU","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6440281667.69214","10141698596.5295","11046332082.1798","12687281541.5448","15142054078.7486","24509833258.4638","23012454402.9162","27628802110.4465","33567011806.8005","43385680957.3816","52341486675.0378","83761504610.1261","94135031935.194","114813717744.89","139784057167.678","132798639913.292","137898074282.136","159222131881.79","158104219670.346","186873459744.892","205050105444.376","197470078166.675","213836038480.462","243498398293.571","296835880220.182","324876725217.016","360371860188.726","446199658816.153","453846819744.652",
"Fragile and conflict affected situations","FCS","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1538924602.62117","1952210687.14207","2256939673.72147","2527793689.70168","3530423326.23889","3501254599.64705","4120227586.58387","4537579690.39244","4372116667.3034","4465376200.36945","4804357963.98753","5645035511.12078","6325345969.06794","6656940433.3891","","",
"Finland","FIN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","82042511.4197591","149760582.284111","277982113.206443","403030602.765152","391451217.14343","383854897.665976","570340348.598944","511643721.590071","704710567.337","892639974.451801","1007329706.47538","1068400137.46182","1175029683.75152","1492781025.64105","376705455.850179","497881806.673153","703788671.782138","740463532.42895","982663361.603174","1722278217.04012","","","8362132319.23115","7136420032.74759","6607064064.21355","6969841034.00294","6122936122.5589","6946549693.10131","8662308412.5387","8380542318.48643","7961005183.90165","8076466887.73835","8592709518.15019","11623859126.1903","12997373951.9188","14902300720.5628","12781068266.3556",
"Fiji","FJI","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1483146.06741573","2025783.72507864","1219877.91055245","2195622.17334438","4410500.88372169","4439511.65371809","4621948.32898792","1140169.60022803","4502398.39299011","2516588.5126123","5077108.5866599","23526474.5226107","20894759.4974065","25235168.8995093","25166960.8451626","30178479.6112396","29266427.9528239","22798406.3276755","20706540.8790507","25789696.1446953","12982227.4653865","9734428.20111486","10256680.7687506","20322097.2863379","19614053.9713323","18752442.9298701","18272511.5468406","22549585.7263757","25358845.7861292","29842398.0335281","23098416.025678","14665092.6131381","12571948.0067506","21831976.2052167",
"France","FRA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194223449.383604","177853967.210636","283062723.267264","307044785.666429","511098692.280495","564971098.424673","615755105.626305","832296163.435488","1091525831.53848","1189463442.89476","1655475405.72385","9192296448.97875","6926967787.77032","8399310507.7284","11648312563.5891","12091419998.8779","12618334412.6232","14863457584.9023","16153770620.1595","16583051039.4245","16004924497.2169","14965707563.3968","14100891166.9769","15136447692.5072","15857893026.6655","16977297473.461","18926577170.7963","17221282937.9016","18164507204.5542","18627214046.1853","22057565506.0366","19646000457.2698","20820808851.2683","24213623784.026","25557697534.992",
"Faroe Islands","FRO","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","620000","680000","980000","1740000","2150000","2170000","1659201.46529521","3715583.84001094","3408807.51118373","3276869.6179595","5442427.42430306","6519218.74634295","8311793.3295697","9123948.20988999","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1796100","1674500","1644300","1794200","1626700","1535400","","","","","","","","",
"Gabon","GAB","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1234101.85835544","1507176.88818186","1428891.14883184","144079.573389433","1560827.27763352","1706517.53946618","840337.84590961","618374.88463454","2059530.89054895","1527585.09384677","6051550.30370857","","2470440.35392508","933863.537345748","751504.240906052","6020872.90569791","1344341.07696219","4407209.41507806","2121285.56506404","250801.476131475","2132050.13108776","","","","","","","",
"United Kingdom","GBR","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","935015173.741404","","","","","2522509847.74065","2398092154.00053","2448717990.22617","2771546711.45033","2845973645.86894","3358008372.5028","4182669204.959","5159438113.3636","7491039654.0033","8090448441.43515","8053062399.17204","8185167243.85608","11375870257.1918","15409636257.8522","15101644882.8356","18119245167.2589","20749081575.098","21955061591.8155","19388218708.618","22059484018.6641","25197481559.3923","25952970267.8509","27545379024.6485","30115787957.3488","30520965602.5528","29022085752.0757","30878061477.3818","34312539853.6201","33440121920.792","37563413375.2674","44126209333.1992","43627809449.1681",
"Georgia","GEO","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30200000","15700000","1500000","8273199.24","11220441.93","16406465.3","23109672.23","16443682.5","18614359.86","16829443.51","15002796.52","25459572.47","31752943.49","32490519.67","39141833.83","49662863.79","54508313.77","56384287.62","45003886.3","56227063.75","89887255.67","84555301.81","113798669.66","113848599.14","215876758.32","597239466.32",
"Ghana","GHA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84097317.3264988","102528360.488028","121816372.907272","117635153.870768","213726465.546279",
"Gibraltar","GIB","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40000","1409000","9940000","10100000","883000","1139000","2308000","470000","51000","320000","660000","","10650000","11980000","15570000","32670000","32690000","49990000","63620000","23675972.0725255","4541903.18805847","414487.897110809","570000","21660000","50630000","4220000","2660000","6700000",
"Gambia, The","GMB","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10316240.7315283","10408653.4533749","","","","","","3731444.20548647","6761219.99883451","7660076.31263685","9301380.95488358","11825537.537763","12410696.5623474","18262024.4438564","12998573.1923243","8552374.53849454","5625358.94538963","7186422.27902555","2883126.62827903","2085875.7733797","2792112.33226481","2991233.64012253","8812459.50633375","10644228.6930862","10338016.0068453","4463539.52853172","568598.440690884",
"Guinea-Bissau","GNB","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","410000","","690000","320000","","","","","2276939.54040607","73984.8189587344","83288.4066037891","","","40000.2503823547","100001.11655743","12140102.8408297","19130115.874551","18790499.5404627","2938139.61005204","14642942.7812846","18617398.0917493","10179736.2642769","5535200","9136206.551918","11799697.1641523","13428489.6904266","8475014.96174277","10981358.2443144","",
"Equatorial Guinea","GNQ","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","352269140.030676","338260517.337246","302102645.046913","252431617.705465","414620122.793493","557301305.144972","514570258.891994","536603699.458643","640456664.040142","823783432.73326","791148476.32325","867320632.089148","970264779.683187","863552758.15451","1005139627.84287","1150692253.61008","893019863.442338","1008040951.82751","1137108538.52966","1219738888.88697","1224199817.00296","1123435613.31219","1421413375.01225","1309118836.05264",
"Grenada","GRD","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9251851.85185185","8718518.51851852","8722222.22222222","11340740.7407407","11729629.6296296","15125925.9259259","32025925.9259259","29566666.6666667","20109629.6296296","14848148.1481481","7685185.18518518","9144444.44444444","9298148.14814815","10592166.6666667","11119629.6296296","12708508.1481481","13376700","13656928.8888889","11499291.8518519","10382680.7407407","10507272.962963","9626940.26296296","9223341.90740741","9323475.90851852","7925061.85185185","5897037.9037037","5716512.41111111","5504103.73248148","5716512.41111111","5900441.19793859",
"Greenland","GRL","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67800000","72400000","50600000","4600000","4500000","3700000","29994157","50363884.55","10867500","167400000","181500000","218500000","272400000","411449510","404108460","396673370","460649850","529996850","573598510","644805270","638420620","673826700","742722510","741831990","744308680","668877420","634679460","628913460",
"Guam","GUM","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38160000","45150000","53160000","60500000","","","","","38200000","41100000","30100000","30500000","32128000","33735000","35421000","37192000","39204385.7058","41329308.949614","51246582.211537","63568464.0733543","78882658.9362339","13590000","9065000","7055000","8189000","3474708.51851852","1654075.92592593","350316.666666667","341910","2294530","6846090",
"High income","HIC","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227200021047.283","220159499642.853","232223704827.116","267641368979.193","276352625103.963","311767706981.215","340247406284.852","336424358008.271","360340211941.26","400736446280.29","472336216498.799","517554630652.436","573045800804.683","689714442218.035","704893051688.139",
"Hong Kong SAR, China","HKG","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","917326562.231021","535336111.190203","361425588.670024","584451561.976307","821524572.406065","896975432.769696","944684941.547159","948993759.633049","923738747.749045","832865172.012228","1235964548.29067","1278413437.44283","1830411213.18089","2191395015.37214","2402139243.05523","2637210399.74633","2820789803.20844","2841520912.16451","2851384430.02787","2833017008.20865","2951729905.3743","3090731644.78366","3315322365.55335","3760198304.70968","",
"Honduras","HND","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51100000","60500000","67500000","76200000","82500000","59400000","83800000","121500000","116200000","108400000","122875000","149193320","133023920","138153796.193921","137858746.405943","194644066.422525","208840633.528785","212063694.992195","221997258.181731","229894668.465298","227935461.144223","240888895.486044","244159436.429192","256992622.022171","273651448.276416","230761682.758517","186903693.429874","153345181.054353","137062381.181302","100403214.457975",
"Heavily indebted poor countries (HIPC)","HPC","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","781876719.106497","936806255.045678","1108623868.38914","1546485417.28331","1531370149.36014","1767663296.58344","2266493267.18895","2146343862.81754","2289371804.1315","2249164957.59736","2011233505.71025","1883182386.82058","1953211107.87277","2111958512.79341","2004959550.59021","1911641695.08874","1903760058.27351","",
"Croatia","HRV","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49460000","68770000","73946000","84476940.946","128922067.149","148112366.913","117716242.204","136593516.665196","194731928.001607","199025142.140354","272805434.998591","252215149.475677","319647706.72031","336632847.065906","403981635.839334","462529906.556668","417899342.721853","391587563.353165","508579842.741963","470576832.00108","416859997.705904","512532127.488948","538263804.503299","664381348.904293","771089290.483503","940929094.442195","984730719.422814","1092679735.0634","1293487286.23472","1524878509.87555",
"Haiti","HTI","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61600000","32000000","38000000","30000000","18000000","10300000","12600000","17080000","9250000","9920000","9410000","9390000","9460000","16550000","24200000","25500000","26000000","27000000","27000000","26000000","26000000","26000000","21200000","2000000","2000000","2000000",
"Hungary","HUN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128004904.179212","135395668.304817","129754313.063581","108519614.807807","164274912.433493","189533339.274296","270622370.350224","324981974.469076","451847121.162407","614454656.414575","673873249.372995","846921213.420135","1239896893.97319","1742841973.53326","1666286773.7652","1655142416.58556","1689745421.33208","1629863237.35798","1863161297.95941","2025838892.95318","1817860267.9318","1926098802.1182","2443060924.15765","2808077609.99696","2823884239.39002","2883996017.45938","3094706514.02317","3115807618.66679",
"IBRD only","IBD","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5914496184.22824","6193899736.49322","6445178443.34518","12452515964.8648","14638074019.1313","16711580008.7513","21742687191.439","28924980257.8472","36960988565.352","48327597686.0222","63185197021.6593","82339457816.2158","79518675768.6039","90418792166.0234","106453606632.089","115963856253.977","125273128299.824","134896238581.156","139708800899.556","145676945679.354","154531546774.527","171520562394.941","190202500567.313","203401621225.646","248120112841.251","285073862927.744",
"IDA & IBRD total","IBT","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17760962154.4585","22851573574.6937","30338044093.2245","38863409209.5473","50537567225.4649","65819127608.9865","85775009779.5545","83147787452.5034","94431991831.8231","111212908151.46","121455367878.23","131493200611.37","141452478615.503","145850562659.833","151781634519.17","160684946224.522","177994053067.048","196880429639.875","209901133798.784","256205370775.666","293167464883.349",
"IDA total","IDA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1902420644.19526","2209969539.44277","2633930587.3272","3435551963.33872","3629111683.89955","4013199665.79969","4759301519.37051","5491511624.25273","6220072311.54618","6556240034.3468","6141761760.27734","6104688839.81643","6153399449.99421","6473490672.10637","6677929072.56277","6499512573.13776","8085257934.41442","",
"IDA blend","IDB","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","361742076.342534","342732529.741103","465868063.336315","501113466.949771","595227300.948957","679083638.452065","349215156.83872","356906787.360925","490082799.945453","341282980.899384","537746809.983507","697026977.805891","687797228.594306","768681242.097931","1033498035.9981","1118235426.24288","1052992180.95432","1273492013.6027","1540515386.04554","1885225136.31251","2128522508.28035","1815934865.04414","1823666393.08145","2155490794.59119","2323135294.89379","2544873385.57147","2870940018.72428","3888416467.31782","4363508541.12092",
"Indonesia","IDN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49000000","70000000","77000000","240000000","104000000","79000000","96000000","82000000","81000000","173570000","247690000","973130000","1145550000","1220351167.68688","1483654107.64583","1273814236.94062","1156598415.45835","1239735941.30161","1657659081.69915","1293799019.15299","1040657090.76667","1139881727.86063","971123819.057732","970374887.14814","996737954.431734","1225741464.47531","1320695756.1112","1275840785.43252","1717925589.40651","2372396831.91956",
"IDA only","IDX","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1205393666.38937","1522172310.84846","1865249345.22927","2402053927.34062","2510876257.65667","2960207484.84537","3485809505.7678","3950996238.20718","4334847175.23367","4427717526.06645","4325826895.2332","4281022446.73498","3997908655.40303","4150355377.21258","4133055686.9913","3628572554.41348","4196841467.09659","",
"Isle of Man","IMN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5026788605.89278","7959225789.90948","9279016644.94875","12360208421.4751","16891146358.7838","22657849759.0139","30178659128.6244","38665437672.8569","50350511353.9818","48384564109.0893","54244241223.0956","62087226109.322","67181997240.317","72256928538.5936","74792869586.8778","76368457308.317","76541497883.8454","78518527934.617","84655434762.6557","94405195913.7423","99471420011.2151","119524198143.804","144798242741.809",
"Not classified","INX","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20114632627.5748","23546153836.9621","30528207524.0552","35911586495.4547","34606389292.7334","37887919552.958","44373651592.0384","41369862158.4458","48252395083.4497","56335459610.6109","56637396076.0622","64996685467.5986","77841667224.4484","110074803207.427","131379497566.557","157712686281.157","205413805438.384","206000598933.848",
