"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Iran, Islamic Rep.","IRN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500000","","26700000","11200000","19600000","21300000","21000000","56000000","94900000","154200000","154400000","126100000","105800000","143600000","111400000","129800000","189400000","162500000",
"Iceland","ISL","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15299835.8957659","15752891.8059811","15970812.2516037","17719054.8175316","20231649.3493913","","","","","","","","","","","","","","","153297272.688088","138665131.573985","157749306.893574","152506590.515712","197790774.495807","220728928.999984","241898222.523191","278548267.548707","303817714.005093","380253557.624822","407487154.465609","347312412.29156","417619289.807677","486037668.455635",
"Israel","ISR","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","2000000","2000000","","","","2000000","2000000","4000000","4000000","5000000","7000000","9000000","12000000","17000000","24000000","22000000","27000000","32000000","44000000","56000000","61000000","74000000","87500000","104600000","105600000","108600000","128500000","165900000","188600000","217700000","256400000","302300000","309200000","359100000","392800000","427600000","405200000","1309000000","1859800000","2129000000","4421600000","3609800000","4317400000","3580500000","4540200000","4676800000","5494200000","6020000000","7111000000","7158400000","8594700000","11347400000","12381800000","12896200000","15070200000","16062900000","19072100000","19346700000","23618100000","28224400000","32982800000","41497700000","45317100000",
"Italy","ITA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170467452.519101","274704947.34966","395310248.270731","352261364.439117","422990879.393051","366031322.168114","529145378.921824","734205006.556007","786716374.21038","2657600591.57513","3449135045.81834","4451960364.64039","2825884567.05533","5321260773.44093","5678377384.74026","6650991605.02438","7594137902.64131","8769192884.74713","8460605036.46447","7363663636.22614","8134786787.87877","8512135191.11196","7855127140.31014","8568982203.90956","9913679523.30346","8295843729.46478","8622240336.6973","9127218715.35267","9406402688.60806","8966451642.50531","8844642203.89596","9313361398.70131","9831096806.07416",
"Jamaica","JAM","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196900000","204100000","222400000","245300000","221500000","315000000","249800000","201300000","205240000","180600000","225931221.403972","182896635.050681","176551089.618824","184446034.217748","165163056.54","187663220.68","167432312.82","152942464.32","109964944.05","97138638.8944","122691107.978321","122405229.736329","127564045.97738","124852233.725632","128017122.916859","127564045.97738","127564045.97738","127564045.97738","127564045.97738",
"Jordan","JOR","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29577464.7887324","43739028.1690141","40563380.2816901","24366197.1830986","15633802.8169014","13661971.8309859","15070422.5352113","31408450.7042254","25492957.7464789",
"Japan","JPN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2597969925.06038","2776788935.60635","2501075856.25711","2021703070.16348","2391178889.52084","2132452006.5623","1880585499.88594","1737211309.21793","1496832053.76345","1520883283.76691","1401882184.1816","1520014237.36116","1599453366.70305","1529219259.7115","1781498393.75489","1957062062.89168","2321867137.36427","2705895187.515","3198634057.79976","3251898164.67974","3858667954.9032","5063258535.83129","4892465731.52661","7455242135.90552","10210427797.2279","10494911436.9971","10340108261.9384",
"Kazakhstan","KAZ","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35200000","17700000","38200000","44900000","51900000","34864810","34968189","43923708","60020092","60874396","71089539","77815892","85924830","102404320","124582440","93587146.1871351","103704604.561858","124362300","140646781.154557","146557354.58196","142800910","124355872","116145575.517642","122458318.835831","131614002.399069","144951860.386401","191907746","473523400",
"Kenya","KEN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52270810.8080145","25958064.4022039","60537398.5904694","21204754.7777717","18157269.0356159","151004289.127093","222254322.333339","288104222.868048","19764905.0225158","43190147.7530286","13848493.8503986","13656972.7149899","112016241.225919","177579089.971603","281074830.755835","328361639.176784","435638896.647809","376520262.820772","357174483.043774","386719989.154438","467588858.557019","515175648.649776","755711724.114998","550307434.561937","451360165.698429","473090014.312925","570245522.266492","628827610.941533","567129881.228679","973328921.924682","1041118247.36841",
"Kyrgyz Republic","KGZ","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6395000","9458000","9010000","9390000","9692296.62","10208649","9569257.24","8869739.24","9317951","9893480","8448148.4","7615736.6","11453214","13118189","17713204","10480770","22840249","16564598","13075217","21683077","20735636","42403989","65583093","39373845","21749133","14705464","13775193","13531890","37898265",
"Cambodia","KHM","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18300000","20700000","21500000","2000000","4000000","8000000","23209261.4253855","30439292.8530608","31961257.4957138","37749273.5528875","33935971.2771405","36329646.1787483","39560000","41010000","43010000","83770000","71292500","66330000","57919536.9745289","74119713.6780325","86574143.9625531","73897155.3397994","66507154.6857726","65376230.2230359","87026698.8682671","82834215.3403672","85372478.0205241","119449686.069598",
"Kiribati","KIR","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","133389.6689818","175805.174918206","205156.212802308","216421.748953376","261743.533511343","303655.575995857","417524.879796068","433298.367542281","405967.794581656","438676.391472376","","","","","","","","","","","","675088.802726699","700952.134703125","461227.263258994","478814.481277161","339375.921248223","647132.360497453","847294.022291404","792028.172125809","369250.752772152","","","","","","","","",
"St. Kitts and Nevis","KNA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6344444.44444444","7151851.85185185","6888888.88888889","7555555.55555556","7600000","7077777.77777778","6625925.92592593","5366666.66666667","4073703.7037037","3524114.81481481","3655562.96296296","4278766.66666667","4722788.88888889","5280441.11111111","6585625.55555556","7089157.40740741","4374980","4778269.25925926","5994057.40740741","6222360.37037037","6285392.96296296","6381325.66148148","5146651.20222222","4459651.20222222","4459651.20222222","3971642.31333333","3966195.40015926","3848434.97125926","3859223.02534518","3936696.927579",
"Korea, Rep.","KOR","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","2000000","4000000","8000000","12000000","20400000","23600000","31100000","50500000","32700000","39500000","136000000","169800000","303200000","147400000","258900000","233600000","248000000","250000000","324200000","368100000","422700000","425600000","469900000","263800000","257200000","239600000","192700000","193800000","226800000","294900000","724900000","899100000","946300000","882800000","1031300000","1318700000","1517800000","2157400000","2993900000","3501800000","3718900000","4579500000","6610100000","7669200000","8158500000","14668500000","11794600000",
"Kuwait","KWT","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","503902273.498473","1294863013.69863","3397245932.19172","4667258454.78795","6072647839.37111","6886287091.80016","3558030518.66305","3601488519.35364","3446221715.2537","3350904019.61074","3063607396.46182","2707725460.36689","2553680300.49612","2284965084.81044","3264433082.80082","4373407734.24184","4292531589.40812","4017049955.19076","4609453875.90809",
"Latin America & Caribbean (excluding high income)","LAC","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2585764565.205","2773119488.87006","2907658381.08256","2627529564.51527","2756039453.53451","2781540891.90796","2561031003.2575","2402275394.32979","2727300834.60286","2748701228.65548","2896695985.5517","3207610998.16775","4072599355.99774","4964547140.81717","4865283825.95031","5363875487.79253","6061701523.29757","6441117744.75739","6545818271.11043","7285984864.5076","7469414552.33008","7884666695.9143","9044386876.86987","9578558132.44264","9429350947.78267","9218083009.40167","10771801639.3081","13507235627.1887",
"Lao PDR","LAO","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","3600000","2600000","1000000","","","","","","","8261626.368","8751635.205","5439205.57530732","5038206.20655353","5846913.98391449","6139259.68311021","17218813.758081","27762090.6796519","28817866.1111027","27259265.6483723","31027759.6261882","34757123.170499","40070411.1094579","38575010.8806141","34299291.5214221","29794811.386892","24036487.149851","26027531.4370267","33402507.2028158","37279782.5646312","41410323.0219846","22357439.0185121",
"Lebanon","LBN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59812323.43","162710842.36","229495774.66","240578335.71","304863891.81","250060000","329420000","482739909.12","472080799.460253","973972254.009","645903912.575","595873136.261","684112569.517","642780532.35","655952495.33","640665158.56","749443887.632064","568472625.782365","241153485.537785","236844444.184768","243601917.151643",
"Liberia","LBR","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000000","3000000","6000000","11000000","10000000","10000000","12000000","9100000","11100000","10000000","12000000","10200000","10100000","12600000","13600000","17000000","17000000","21300000","26600000","33300000","38300000","26600000","",
"St. Lucia","LCA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","2222222.22222222","2962962.96296296","3962962.96296296","5777777.77777778","7596296.2962963","3885185.18518518","","6914814.81481481","6622222.22222222","9951851.85185185","7603703.7037037","10000000","7485185.18518518","17481481.4814815","13533333.3333333","12785185.1851852","14008148.1481481","10052592.5925926","10326666.6666667","16788518.5185185","8432962.96296296","5608148.14814815","5904844.44444444","5798825.92592593","3860000","5332592.59259259","4883703.7037037","4934397.40740741","16166066.6666667","11748770.3703704","11775529.4814815","11657774.1866667","11666490.8583729","11906313.3563251","10712781.4431111","11614379.3542702","12321695.0569453",
"Latin America & Caribbean","LCN","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3030030859.84601","3273170439.93548","3571506832.28974","3280607107.80187","3380366805.48981","3342496201.09122","3028623113.65501","2877666736.89932","3247586093.20211","3416442431.05765","3584820093.70631","3990186181.73179","4925391664.3486","5939438523.12452","5786552125.05891","6414618297.74717","7198175124.99776","7659273679.86002","7682591735.60609","8476592792.09886","8715372294.45068","9125803000.01376","10589485063.4541","11391457285.0827","11442109024.4452","11128192495.7199","12795577577.6006","15792442512.7549",
"Least developed countries: UN classification","LDC","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","585966717.642129","861879404.271428","1002393474.4204","1311518728.98759","1428883345.89403","1813506981.13523","2346078335.17102","2594464575.00678","2979146646.75209","3009200685.29483","2844385511.75465","2650593237.78662","2304142810.74153","2318712329.3512","2281397131.60107","1908906781.48186","2206975113.21166","",
"Low income","LIC","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1079619287.70827","1238930982.59146","1228798127.45154","1386832910.86403","1236478698.73838","964506711.658747","850530122.14017","778783934.218435","850384076.042691","","","","",
"Liechtenstein","LIE","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45311853.5012","106020000","118940000","117820000","114810000","126340000","165900000","247200000","310500000","324700000","348300000","440220000","672914000","718662065.646562","747900217.692687","804862002.136112","858350438.972281","925665482.317095","994971000","1054035000","994802008.706687","1200700000","1097091809.38393",
"Lower middle income","LMC","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11212582538.9425","14519666044.4244","19686201213.3656","25999627155.6085","34469821534.4269","44027308243.6227","58105288410.3352","56219405732.6438","62980709174.9493","72826077530.7218","79091000138.141","85439290204.2281","89396081637.9799","90440992025.4927","93031940451.233","95525230861.5172","103235039728.17","113947452745.675","119527930275.816","143974902964.552","170879266420.034",
"Low & middle income","LMY","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21391467152.1604","28573642467.2191","36637380683.9853","47521364303.4202","62045484911.2134","81097695378.7247","78742787371.2668","89467629906.7341","105348600459.151","115021024465.259","124157415333.058","132625793369.754","136759694739.561","140945725307.248","147586098726.159","161756027017.012","179106378735.32","190549339136.023","233165479455.764","266242616979.839",
"Lesotho","LSO","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","384450.553734332","331263.752179789","287162.343547935","449820.79376048","556785.020408169","1860165.62112813","4712024.38403143","3839209.84827017","4895197.96559259","1674773.92749984","781939.01634331","1380164.04418408","2346166.61080859","3204023.17526421","2144094.21562956","1721735.49658197","2920212.32498891","1842922.69580889","84228.8936300738","421824.634082554","22356.2425499294","3607096.99724075","17183.1909049734",
"Late-demographic dividend","LTE","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4674784179.23866","4259035115.20673","4909012863.5022","6133918506.38622","8044926607.16505","30339887161.2635","38615879350.713","51380389245.8669","65365170215.4347","64857539356.9624","68548889582.3802","81619495482.3945","83276799862.242","93642340902.5122","106439153787.769","110090761885.393","122124311568.27","142801551524.079","185261666348.691","215432740990.815","250550700687.256","318903104602.238","334085655276.574",
"Lithuania","LTU","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2384238.42614653","9663113.65379698","24222500","26450000","41625000","32175000","42212500","48307500","57375000","53957820.8454266","83648199.2672502","89036943.1890332","95988096.3286805","91681036.8152823","112706192.984211","136168546.000321","133407088.703186","137548419.691197","153520513.670115","188369513.45645","208866375.944737","284107927.09052","267154895.805178","330578647.338457","554338445.362316","654850403.137912","759146999.034353","1087663926.67838","1464598657.42785","1835715395.30412",
"Luxembourg","LUX","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","787708706.139205","855277157.932624","908548200.732375","1034139358.20133","2028452002.162","3276088933.1389","3474562874.68575","3628068988.55586","3040201472.80023","3276771317.00361","3774956691.27145","4001375575.06767","4693290468.78586","4693188661.77046","5796864683.59012","5761812604.50282","4318940498.4594","4392873342.55257","4426345713.59035","4544112171.06344","4407511582.18146","4567763573.12893","5311387848.90448","4819807662.46592",
"Latvia","LVA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67888","4222000","5477000","5482000","30440000","39548000","40000000","51900000","","","","","","","","","219840289.832295","211545529.199401","214694107.215007","258532598.079003","305383387.372827","374957900.541126","385570737.901044","400280141.931942","588398298.186986","707872997.079047","918399510.274724","948124304.626612","978519396.954453","1137463733.40548","1306518796.6315",
"Macao SAR, China","MAC","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41210325.1826741","45338557.019241","48027048.5380761","55773336.4089407","56604121.6360658","88730769.2989731","97600046.400029","73389179.1582213","93129274.4302099","80876983.4907009","67394209.4254802","57318892.4241","55694228.8023644","53221015.2367171","46509005.2278192","37810456.4153431","30103087.4865821","24958343.2787127","22698897.9296411","16926294.4963025","23073150.8949973",
"St. Martin (French part)","MAF","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30321998.9548099","35020423.7002767","36564214.8717595","46725341.380234","54448145.118553","49564726.2834841","89429039.6664674","","","113517909.053194","168867046.065306","231457802.445425","249646519.731661","341689206.58055","327886704.995135","387168406.65484","401485866.89944","787892442.997533","917220489.141937","1003096667.02254","1140394196.79829","1096403165.5975","1142310069.57492","1588253680.60278","1436003560.67557","1440057102.85724","1492626585.806","1666561944.74976","1586425696.37392","1835752481.46424","1962755550.84295","2097582944.89885",
"Monaco","MCO","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2162000","3890000","5420000","8880000","13990000","15650000","16030000","16560000","19690000","24300000","42500000","58400000","72060000","91530000","121740000","121880000","144380000","165900000","178790000","182990000","186000000","162030000","154900000","175820000","225460000","257870000","302950000","401860000","512160000",
"Madagascar","MDG","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5061677.27312353","4646005.82986105","9494286.83771536","6442072.55862375","4400286.16316693","4791626.22688982","7562534.54907894","8387549.89143413","6699794.31154044","6466217.05738113","8376603.20000005","388417.472811711","6783062.1","3960650.90000001","2102774.35902595","8354822.73380024","46143480.173991","35425262.3954992","13853445.6365064","22807615.4781829","37897475.7266279","48525656.1974543","55052529.6620891","67288844.5756965","78476918.8634422","73487683.3819236","95330298.9791597","122204658.239658","129003752.24222","159048644.00824","216294330.733069","238536313.547958",
"Maldives","MDV","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17665149.8675781","19414834.7841797","21993014.3236719","44757918.8854687","57472465.285159","56863737.1344828","61366402.0961699","81150617.8384525","87069111.1377987","91960138.7367872","62748935.9257198","56993655.3414786","58504099.1079011","30647968.6725032","34416440.3066148","37093337.253048",
"Middle East & North Africa","MEA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8312581540.13331","11680430645.8544","13912715143.9373","17934856618.7289","18341285986.3508","16772455616.4595","19893193220.3116","21316042807.4586","21567758813.4992","24152699374.8207","24140364345.605","27305621904.9001","27175803986.4586","33988084316.3934","39940731839.1632","45813867145.9082","53566836880.9721","59455939448.3566",
"Mexico","MEX","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1388530000","859990000","846300000","1159100000","1043214000","1168485000","1212828000","787198737","876864379","882844096","689721519","716561634","728882449","920157427","815755485","687044366","607154406","704342050","725411597","887870839","972445637","1000713246","895563303","924878628","992574227","1065587005","974394857","1049644030","1077209817",
"Marshall Islands","MHL","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","494365.68","424980","390663.9","410220","359640","299880","221580","188640","153720","117460.26","107759.7","92862","",
"Middle income","MIC","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12063619116.6201","14354304963.6023","16551223696.0012","21210255049.1594","28364350150.7835","36185281945.1017","46928827871.3693","61370517913.9219","80197585080.4177","77768905443.2922","88388010619.0259","104109669476.56","113792226337.807","122770582422.194","131389314671.015","135795188027.902","140095195185.108","146807314791.941","160905642940.97","178254356911.661","189599158053.071","232185890632.952","265703168812.762",
"North Macedonia","MKD","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17770000","16340000","18815659.5904358","32233161.5000218","40361732.7856978","34566958.9540284","40037792.2829278","58342112","55753540","60639658","83239588","101368384","128384900","121105270","127173610","146806220","136085550","158756660","161880751.7","144084953","165787606.53","166234622.967087","216402876.422913","243946544.08","277085052.44","390455191.86","493111627.18",
"Mali","MLI","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158341.540781752","101084.625636784","555977.647902752","3798702.25507943","8759405.97851838","6811872.90171784","10482717.8180349","12214229.0693552","37865655.0016466","44247757.17688","60831625.566561","86517097.3157108","105605371.355325","100873194.574873","120433894.548983","142455587.849372","145934550.975468","173674621.031221","179490074.653434","187042171.826669","190904924.159331","205691400.444021","223000683.73322","220395072.110118","209123986.783301","205261863.99554","",
"Malta","MLT","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9374114.98159162","10029621.7236285","18330424.2398905","12030155.1704294","16291761.0885694","15798728.2310615","20346282.6475916","14546320.3743203","15371892.3505431","21961246.2103544","27242849.9003158","27740448.8100897","31847110.2059996","36869954.8157379","61403202.5061473","90529128.1266735","96614462.2146214","106778530.085298","121666582.78266","109291466.640324","137514805.800678","117706445.275101","151165772.162493","89175999.3197089","102158248.460737","97451731.7371989","102534277.531656","104686579.69882","110679263.210513","112676293.357055","94339558.22971","101506264.016926","90312464.0713774",
"Myanmar","MMR","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16150.2185662913","","","","","","","206492.139668774","199183.124404405","177941.098316665","14535.5879645332","","","","","","","","","","75711243.8297985","80200811.3665088","189120940.246035","350813407.614061","219017597.183849","112829668.140084","65705201.5010843","149715842.223017","","","",
"Middle East & North Africa (excluding high income)","MNA","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1383945141.69768","1761779469.46173","2131006170.57384","3608818505.12725","3129661679.26376","3306450572.73252","3765093039.11279","3904871242.11387","3945584589.13387","4432430763.39121","3803494871.09282","3957649933.63209","3612437354.07129","3978852735.1623","3656351446.47623","3752806778.07984","4365887896.53737","4921319451.90306",
"Montenegro","MNE","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44754694.4542259","47828967.9969708","42394766.6681008","39451354.4357518","46415840.6634039","42673240.2084599","47680506.192439","47783331.434118","66062920.7455566","60802633.3846584","61564845.2468548","81139931.3613441","63019338.9204783","70389233.3159603","120932847.959377","188923071.535618",
"Mongolia","MNG","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2300000","2200000","3800000","5000000","4800000","6800000","7200000.00000001","7469800","7700000","7700000","5961010","4762212.2","5960000","15224160","18065096.5","20594410","19342115.1999998","12480278.43","9873930","13556391.6219513","21829190.7257815","12970291.8640207","13532803.5859682","12060240.2044761","18693522.7416462","25599326.045633","46225884.4623969","50068284.3394961","32248403.6672726","31317235.0520913","50466050.5410814",
"Northern Mariana Islands","MNP","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12124750.7","17514942.69","22360077.71131","33546734.144855","34663169.195","38160061.2079","35483227.6779","31536400.236","28695409.32","25988163.193","16369113.6622014","23999128.3326378","20899203.8530467","16874979.0610787","23239206.3263937","19833734.9222394","15510817.5718234","16465975.7703993",
"Mauritania","MRT","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27486197.7119138","19620076.6645507","16967331.3828378","16305618.8543821","14320887.9072352","14617922.1864638","21015783.3764919","12491887.7217514","11965726.2293929","11416545.492785","9289928.73041225",
"Mauritius","MUS","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18769747.8426386","37712116.8271526","36222188.4669185","28301447.2385614","28634772.0940065","33937314.3110709","47724418.9835513","57769829.4432897","88974842.2894101","80401994.6072623","101478480.645758","161147930.273315","169872305.598446","148013140.287477","190231658.632811","136656447.119864","149514550.007014","127117776.845211","130468883.865049","139721652.516412","124993261.384986","150186713.59164","161379174.987434",
"Malawi","MWI","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2416105.54239891","1572192.6035148","1928484.10017613","1928907.70736737","3003054.4986871","3188120.45592019","4076693.30940604","4493529.29124005","9198078.89297677","21681467.0644436","31114189.5288337","21326890.9449456","22470508.6960423","32570972.3076697","50927765.227647","55772025.9432225","41938215.856577","148759067.535652","149631311.174314","",
"Malaysia","MYS","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190789473.684211","262368421.052632","418684210.526316","416315789.473684","417210526.31579","743015789.473684","1050108433.40073","1125326430.81477","1459117748.6882","1627562355.5574","2013821985.20121","2129444074.1435","2421448414.18015","2924078443.49922","2857519459.10793","2760395962.98325","2656378859.4191","2575932353.51888","2680319135.13977","2832647002.38604","2996040655.54914","3178141446.83369","3369710400.66213","3621531878.11689",
